Tipo;Bairro;Quartos;Area;Aluguel;Condominio;Valor Bruto;Valor / m^2
Quitinete;Copacabana;1;40;1700.0;500.0;2200.0;55.0
Casa;Jardim Botânico;2;100;7000.0;0.0;7000.0;70.0
Apartamento;Centro;1;15;800.0;390.0;1190.0;79.3
Apartamento;Higienópolis;1;48;800.0;230.0;1030.0;21.5
Apartamento;Cachambi;2;50;1300.0;301.0;1601.0;32.0
Apartamento;Grajaú;2;70;1500.0;642.0;2142.0;30.6
Apartamento;Lins de Vasconcelos;3;90;1500.0;455.0;1955.0;21.7
Apartamento;Copacabana;1;40;2000.0;561.0;2561.0;64.0
Quitinete;Copacabana;1;27;1800.0;501.0;2301.0;85.2
Apartamento;Copacabana;4;243;13000.0;2000.0;15000.0;61.7
Apartamento;Freguesia (Jacarepaguá);3;54;950.0;300.0;1250.0;23.1
Apartamento;Barra da Tijuca;2;67;1700.0;589.0;2289.0;34.2
Apartamento;Tijuca;2;110;1900.0;700.0;2600.0;23.6
Casa de Condomínio;Barra da Tijuca;4;466;7500.0;2695.0;10195.0;21.9
Apartamento;Olaria;3;68;1000.0;670.0;1670.0;24.6
Apartamento;Tijuca;2;78;2000.0;700.0;2700.0;34.6
Apartamento;Ipanema;3;125;7000.0;2100.0;9100.0;72.8
Apartamento;Tijuca;1;48;750.0;772.0;1522.0;31.7
Apartamento;Barra da Tijuca;3;175;4200.0;1500.0;5700.0;32.6
Casa;Campo Grande;4;400;12000.0;0.0;12000.0;30.0
Apartamento;Botafogo;2;76;2500.0;740.0;3240.0;42.6
Apartamento;Copacabana;3;378;10000.0;2150.0;12150.0;32.1
Apartamento;Copacabana;3;180;5500.0;1780.0;7280.0;40.4
Apartamento;Recreio dos Bandeirantes;3;105;2300.0;648.0;2948.0;28.1
Apartamento;Leblon;3;110;3900.0;1500.0;5400.0;49.1
Quitinete;Copacabana;1;27;1300.0;380.0;1680.0;62.2
Apartamento;Jardim Oceânico;3;200;3500.0;1780.0;5280.0;26.4
Apartamento;Barra da Tijuca;3;70;1800.0;1095.0;2895.0;41.4
Apartamento;Copacabana;4;244;5000.0;2500.0;7500.0;30.7
Apartamento;Barra da Tijuca;3;110;4500.0;2000.0;6500.0;59.1
Apartamento;Recreio dos Bandeirantes;2;90;3000.0;1340.0;4340.0;48.2
Apartamento;Recreio dos Bandeirantes;3;100;2600.0;380.0;2980.0;29.8
Apartamento;Barra da Tijuca;3;72;2350.0;600.0;2950.0;41.0
Apartamento;Humaitá;2;180;4000.0;2500.0;6500.0;36.1
Apartamento;Recreio dos Bandeirantes;3;92;2300.0;840.0;3140.0;34.1
Apartamento;Centro;1;27;750.0;371.0;1121.0;41.5
Apartamento;Ipanema;1;35;2000.0;650.0;2650.0;75.7
Apartamento;Ipanema;1;38;1400.0;530.0;1930.0;50.8
Apartamento;Recreio dos Bandeirantes;2;83;1600.0;1160.0;2760.0;33.3
Casa de Condomínio;Barra da Tijuca;5;1600;25000.0;1600.0;26600.0;16.6
Apartamento;Barra da Tijuca;4;153;6500.0;2300.0;8800.0;57.5
Apartamento;Península;4;267;18000.0;3100.0;21100.0;79.0
Apartamento;Ipanema;3;87;3200.0;1305.0;4505.0;51.8
Apartamento;Méier;3;90;1550.0;844.0;2394.0;26.6
Apartamento;Vargem Pequena;3;53;1400.0;385.0;1785.0;33.7
Apartamento;Botafogo;3;108;5950.0;1405.0;7355.0;68.1
Apartamento;Maracanã;2;86;1800.0;600.0;2400.0;27.9
Apartamento;Recreio dos Bandeirantes;2;74;1850.0;675.0;2525.0;34.1
Apartamento;Jacarepaguá;3;74;1900.0;556.0;2456.0;33.2
Apartamento;Ipanema;3;150;8000.0;2400.0;10400.0;69.3
Apartamento;Ipanema;3;140;7900.0;2900.0;10800.0;77.1
Casa;Méier;2;51;1500.0;50.0;1550.0;30.4
Apartamento;Jardim Botânico;2;95;4000.0;1170.0;5170.0;54.4
Apartamento;Cachambi;2;60;1000.0;380.0;1380.0;23.0
Casa;São Conrado;4;730;28000.0;2000.0;30000.0;41.1
Casa de Condomínio;Freguesia (Jacarepaguá);5;140;2500.0;1200.0;3700.0;26.4
Apartamento;Leblon;2;80;3500.0;990.0;4490.0;56.1
Apartamento;Barra da Tijuca;4;240;12700.0;4400.0;17100.0;71.2
Apartamento;Barra da Tijuca;3;104;2600.0;1364.0;3964.0;38.1
Apartamento;Vila Valqueire;2;45;800.0;280.0;1080.0;24.0
Apartamento;Gávea;2;70;2800.0;680.0;3480.0;49.7
Apartamento;Barra da Tijuca;2;88;2700.0;1300.0;4000.0;45.5
Apartamento;Centro;1;37;1100.0;540.0;1640.0;44.3
Apartamento;Cosme Velho;3;130;5500.0;1407.0;6907.0;53.1
Apartamento;Bonsucesso;2;77;1500.0;740.0;2240.0;29.1
Apartamento;Barra da Tijuca;3;85;2500.0;1400.0;3900.0;45.9
Apartamento;Todos os Santos;3;78;1450.0;630.0;2080.0;26.7
Apartamento;Laranjeiras;2;54;2300.0;582.0;2882.0;53.4
Quitinete;Centro;0;30;800.0;505.0;1305.0;43.5
Apartamento;Jacarepaguá;2;69;2000.0;780.0;2780.0;40.3
Apartamento;Ipanema;3;120;7000.0;1800.0;8800.0;73.3
Apartamento;Barra da Tijuca;2;78;2750.0;1300.0;4050.0;51.9
Apartamento;Itanhangá;2;60;1000.0;450.0;1450.0;24.2
Apartamento;Recreio dos Bandeirantes;2;90;2400.0;1700.0;4100.0;45.6
Apartamento;Humaitá;2;86;4000.0;1259.0;5259.0;61.2
Quitinete;Flamengo;0;28;1000.0;581.0;1581.0;56.5
Apartamento;Barra da Tijuca;1;70;1700.0;870.0;2570.0;36.7
Apartamento;Tijuca;2;80;1800.0;1100.0;2900.0;36.2
Casa de Vila;Piedade;2;70;1300.0;0.0;1300.0;18.6
Apartamento;Tijuca;3;172;2700.0;780.0;3480.0;20.2
Apartamento;Freguesia (Jacarepaguá);4;261;2800.0;2535.0;5335.0;20.4
Apartamento;Ipanema;3;145;8000.0;14768.0;22768.0;157.0
Apartamento;Olaria;2;53;1100.0;160.0;1260.0;23.8
Quitinete;Copacabana;1;29;1200.0;460.0;1660.0;57.2
Apartamento;Botafogo;2;83;2800.0;560.0;3360.0;40.5
Apartamento;Botafogo;2;80;4300.0;1178.0;5478.0;68.5
Apartamento;Lagoa;3;250;13900.0;2500.0;16400.0;65.6
Apartamento;Leblon;3;147;7500.0;1028.0;8528.0;58.0
Apartamento;Copacabana;2;67;3500.0;950.0;4450.0;66.4
Apartamento;Ipanema;3;150;25000.0;1616.0;26616.0;177.4
Apartamento;Barra da Tijuca;4;220;7500.0;3911.0;11411.0;51.9
Apartamento;Catete;2;77;2400.0;1130.0;3530.0;45.8
Apartamento;Jardim Carioca;2;55;1350.0;430.0;1780.0;32.4
Casa;Maracanã;8;259;7000.0;0.0;7000.0;27.0
Apartamento;Leblon;3;85;3900.0;800.0;4700.0;55.3
Apartamento;Catete;2;75;3350.0;455.0;3805.0;50.7
Apartamento;Recreio dos Bandeirantes;3;90;1200.0;880.0;2080.0;23.1
Casa;Benfica;1;33;1200.0;0.0;1200.0;36.4
Quitinete;Glória;1;16;1400.0;300.0;1700.0;106.2
Apartamento;Praça Seca;2;80;900.0;350.0;1250.0;15.6
Apartamento;Vila Isabel;1;37;1000.0;285.0;1285.0;34.7
Apartamento;Copacabana;3;150;5500.0;1780.0;7280.0;48.5
Apartamento;Lagoa;3;127;5000.0;1540.0;6540.0;51.5
Apartamento;Freguesia (Jacarepaguá);2;74;1700.0;652.0;2352.0;31.8
Apartamento;Barra da Tijuca;3;128;3000.0;1384.0;4384.0;34.2
Apartamento;Gávea;3;160;8000.0;2000.0;10000.0;62.5
Apartamento;Copacabana;3;200;6200.0;1800.0;8000.0;40.0
Apartamento;Barra da Tijuca;2;58;1500.0;666.0;2166.0;37.3
Apartamento;Botafogo;3;100;5500.0;1300.0;6800.0;68.0
Apartamento;Barra da Tijuca;4;320;5500.0;2700.0;8200.0;25.6
Apartamento;Recreio dos Bandeirantes;2;75;1000.0;1040.0;2040.0;27.2
Apartamento;Ipanema;2;52;10000.0;3689.0;13689.0;263.2
Apartamento;Leblon;4;380;40000.0;4700.0;44700.0;117.6
Apartamento;Recreio dos Bandeirantes;3;104;2200.0;740.0;2940.0;28.3
Apartamento;Barra da Tijuca;2;72;2600.0;1700.0;4300.0;59.7
Apartamento;Taquara;2;75;1200.0;330.0;1530.0;20.4
Apartamento;Botafogo;4;190;5500.0;1720.0;7220.0;38.0
Quitinete;Catete;0;20;700.0;500.0;1200.0;60.0
Apartamento;Ipanema;4;700;65000.0;8860.0;73860.0;105.5
Apartamento;Méier;2;56;899.0;402.0;1301.0;23.2
Apartamento;Freguesia (Jacarepaguá);2;71;1200.0;600.0;1800.0;25.4
Apartamento;Lagoa;3;105;3600.0;1100.0;4700.0;44.8
Apartamento;Copacabana;3;500;15000.0;2580.0;17580.0;35.2
Apartamento;Tijuca;3;87;1600.0;650.0;2250.0;25.9
Apartamento;Botafogo;1;35;1500.0;470.0;1970.0;56.3
Apartamento;Ipanema;3;220;22000.0;4000.0;26000.0;118.2
Apartamento;Copacabana;3;100;3300.0;850.0;4150.0;41.5
Apartamento;Barra da Tijuca;3;93;2500.0;1100.0;3600.0;38.7
Apartamento;Engenho Novo;2;78;800.0;915.0;1715.0;22.0
Apartamento;Barra da Tijuca;2;85;2500.0;1573.0;4073.0;47.9
Apartamento;Leblon;2;115;7500.0;980.0;8480.0;73.7
Apartamento;Botafogo;2;70;3700.0;1133.0;4833.0;69.0
Apartamento;Freguesia (Jacarepaguá);2;95;1600.0;650.0;2250.0;23.7
Apartamento;Barra da Tijuca;4;392;30000.0;7000.0;37000.0;94.4
Apartamento;Campo Grande;2;60;1200.0;570.0;1770.0;29.5
Apartamento;Flamengo;1;40;1900.0;430.0;2330.0;58.2
Apartamento;Engenho de Dentro;3;61;1400.0;498.0;1898.0;31.1
Apartamento;Copacabana;3;250;7000.0;1500.0;8500.0;34.0
Apartamento;Ipanema;3;200;15000.0;1500.0;16500.0;82.5
Apartamento;Copacabana;3;140;3700.0;1347.0;5047.0;36.0
Apartamento;Copacabana;2;50;2500.0;750.0;3250.0;65.0
Casa;Jardim Carioca;3;135;3000.0;0.0;3000.0;22.2
Apartamento;Tijuca;3;78;2500.0;730.0;3230.0;41.4
Quitinete;Centro;0;28;700.0;400.0;1100.0;39.3
Apartamento;Lagoa;3;75;4000.0;1250.0;5250.0;70.0
Apartamento;Recreio dos Bandeirantes;3;102;1850.0;882.0;2732.0;26.8
Apartamento;Tijuca;1;65;1200.0;320.0;1520.0;23.4
Apartamento;Barra da Tijuca;2;60;1500.0;1266.0;2766.0;46.1
Apartamento;Copacabana;4;210;13000.0;2200.0;15200.0;72.4
Apartamento;Maracanã;3;158;2400.0;1265.0;3665.0;23.2
Apartamento;Barra da Tijuca;2;83;2000.0;1548.0;3548.0;42.7
Apartamento;Laranjeiras;5;400;9000.0;3000.0;12000.0;30.0
Apartamento;Barra da Tijuca;3;84;1900.0;1103.0;3003.0;35.8
Apartamento;Freguesia (Jacarepaguá);3;77;1600.0;850.0;2450.0;31.8
Apartamento;São Conrado;4;510;25000.0;6600.0;31600.0;62.0
Apartamento;Tijuca;3;75;1800.0;350.0;2150.0;28.7
Apartamento;Ipanema;3;126;5500.0;1400.0;6900.0;54.8
Casa;Lins de Vasconcelos;2;40;950.0;0.0;950.0;23.8
Apartamento;Leblon;4;250;17500.0;4990.0;22490.0;90.0
Apartamento;Copacabana;4;436;17000.0;3900.0;20900.0;47.9
Apartamento;Freguesia (Jacarepaguá);3;173;3200.0;1800.0;5000.0;28.9
Apartamento;Tijuca;2;71;1500.0;600.0;2100.0;29.6
Apartamento;Barra da Tijuca;2;81;1900.0;1200.0;3100.0;38.3
Casa de Condomínio;Barra da Tijuca;4;595;30000.0;2500.0;32500.0;54.6
Apartamento;Leblon;3;87;3800.0;970.0;4770.0;54.8
Casa de Condomínio;Recreio dos Bandeirantes;4;267;6500.0;700.0;7200.0;27.0
Apartamento;Laranjeiras;4;288;7000.0;1870.0;8870.0;30.8
Apartamento;Recreio dos Bandeirantes;1;102;1900.0;688.0;2588.0;25.4
Apartamento;Leblon;2;70;4200.0;1100.0;5300.0;75.7
Apartamento;Pilares;3;65;1200.0;350.0;1550.0;23.8
Apartamento;Barra da Tijuca;3;169;6500.0;1886.0;8386.0;49.6
Quitinete;Copacabana;1;23;1000.0;562.0;1562.0;67.9
Apartamento;Laranjeiras;3;90;2400.0;1311.0;3711.0;41.2
Apartamento;Tijuca;2;50;1800.0;347.0;2147.0;42.9
Apartamento;Ipanema;3;140;6500.0;1800.0;8300.0;59.3
Apartamento;Campo Grande;2;60;800.0;380.0;1180.0;19.7
Apartamento;Ipanema;4;170;12000.0;1210.0;13210.0;77.7
Casa;Tijuca;4;191;4000.0;300.0;4300.0;22.5
Apartamento;Centro;1;35;1350.0;420.0;1770.0;50.6
Apartamento;Tijuca;2;63;1400.0;440.0;1840.0;29.2
Casa de Condomínio;São Conrado;3;250;5500.0;750.0;6250.0;25.0
Apartamento;Copacabana;3;112;3800.0;1123.0;4923.0;44.0
Apartamento;Tijuca;3;129;1800.0;850.0;2650.0;20.5
Apartamento;Barra da Tijuca;4;160;8600.0;2300.0;10900.0;68.1
Apartamento;Recreio dos Bandeirantes;2;93;1400.0;1300.0;2700.0;29.0
Apartamento;Freguesia (Jacarepaguá);3;93;1800.0;650.0;2450.0;26.3
Apartamento;Barra da Tijuca;1;60;2200.0;1600.0;3800.0;63.3
Apartamento;Taquara;2;55;790.0;350.0;1140.0;20.7
Quitinete;Centro;1;33;990.0;463.0;1453.0;44.0
Apartamento;Copacabana;2;54;1800.0;590.0;2390.0;44.3
Apartamento;Catete;2;70;3300.0;1365.0;4665.0;66.6
Apartamento;Copacabana;5;390;10000.0;1000.0;11000.0;28.2
Apartamento;Maracanã;2;53;1300.0;492.0;1792.0;33.8
Apartamento;Botafogo;1;35;1000.0;293.0;1293.0;36.9
Apartamento;Tijuca;3;164;3500.0;1310.0;4810.0;29.3
Apartamento;Jacarepaguá;2;60;1200.0;524.0;1724.0;28.7
Apartamento;Água Santa;2;50;850.0;280.0;1130.0;22.6
Apartamento;Botafogo;2;79;4315.0;1110.0;5425.0;68.7
Apartamento;Recreio dos Bandeirantes;2;80;1600.0;615.0;2215.0;27.7
Apartamento;Tijuca;1;36;1300.0;295.0;1595.0;44.3
Apartamento;Jardim Oceânico;4;190;5700.0;1069.0;6769.0;35.6
Apartamento;Freguesia (Jacarepaguá);3;84;1500.0;900.0;2400.0;28.6
Apartamento;São Cristóvão;2;50;1000.0;600.0;1600.0;32.0
Quitinete;Copacabana;1;26;1400.0;370.0;1770.0;68.1
Casa de Condomínio;Barra da Tijuca;4;1000;30000.0;2695.0;32695.0;32.7
Apartamento;Ilha do Governador;3;83;1500.0;440.0;1940.0;23.4
Apartamento;Olaria;2;90;1000.0;150.0;1150.0;12.8
Apartamento;Humaitá;1;57;3990.0;860.0;4850.0;85.1
Apartamento;Maracanã;3;95;2500.0;600.0;3100.0;32.6
Casa de Vila;Jardim Sulacap;2;115;1600.0;1.0;1601.0;13.9
Apartamento;Leblon;4;200;11000.0;2900.0;13900.0;69.5
Apartamento;Barra da Tijuca;2;63;1900.0;824.0;2724.0;43.2
Apartamento;Gávea;2;100;3900.0;1300.0;5200.0;52.0
Apartamento;Ipanema;3;165;7500.0;2200.0;9700.0;58.8
Apartamento;Ipanema;3;160;6000.0;3500.0;9500.0;59.4
Apartamento;Flamengo;1;48;2100.0;580.0;2680.0;55.8
Apartamento;Leblon;2;87;4800.0;1300.0;6100.0;70.1
Casa de Vila;Oswaldo Cruz;1;40;800.0;0.0;800.0;20.0
Apartamento;Barra da Tijuca;3;105;2500.0;1400.0;3900.0;37.1
Casa de Condomínio;Freguesia (Jacarepaguá);2;163;1800.0;92.0;1892.0;11.6
Quitinete;Copacabana;1;30;1300.0;370.0;1670.0;55.7
Apartamento;Barra da Tijuca;3;80;3500.0;1410.0;4910.0;61.4
Apartamento;Botafogo;3;102;5100.0;1300.0;6400.0;62.7
Apartamento;Gávea;3;120;2700.0;880.0;3580.0;29.8
Apartamento;Humaitá;2;112;4500.0;1300.0;5800.0;51.8
Apartamento;Vila da Penha;2;60;900.0;160.0;1060.0;17.7
Apartamento;Lagoa;1;75;2800.0;800.0;3600.0;48.0
Apartamento;Ipanema;3;125;7000.0;2100.0;9100.0;72.8
Apartamento;Engenho Novo;2;53;1400.0;460.0;1860.0;35.1
Apartamento;Recreio dos Bandeirantes;3;132;2800.0;879.0;3679.0;27.9
Apartamento;Barra da Tijuca;2;86;3500.0;1307.0;4807.0;55.9
Apartamento;Recreio dos Bandeirantes;2;80;1700.0;690.0;2390.0;29.9
Apartamento;Recreio dos Bandeirantes;4;200;3600.0;1177.0;4777.0;23.9
Apartamento;Barra da Tijuca;2;77;2500.0;830.0;3330.0;43.2
Apartamento;Engenho Novo;1;63;700.0;625.0;1325.0;21.0
Casa;Grajaú;5;450;7000.0;0.0;7000.0;15.6
Apartamento;Barra da Tijuca;4;149;4500.0;2130.0;6630.0;44.5
Apartamento;Recreio dos Bandeirantes;3;106;2500.0;780.0;3280.0;30.9
Apartamento;Anil;2;48;1100.0;400.0;1500.0;31.2
Apartamento;Ipanema;4;250;12000.0;2300.0;14300.0;57.2
Apartamento;Gávea;2;68;2700.0;850.0;3550.0;52.2
Apartamento;Barra da Tijuca;2;75;1400.0;1280.0;2680.0;35.7
Apartamento;Ipanema;2;97;7000.0;4000.0;11000.0;113.4
Casa de Condomínio;Vargem Grande;2;90;1700.0;618.0;2318.0;25.8
Apartamento;Cachambi;3;70;900.0;200.0;1100.0;15.7
Quitinete;Leblon;1;30;1700.0;560.0;2260.0;75.3
Apartamento;Copacabana;4;279;3150.0;2025.0;5175.0;18.5
Casa;Tanque;2;59;1200.0;170.0;1370.0;23.2
Apartamento;Laranjeiras;5;713;30000.0;3800.0;33800.0;47.4
Apartamento;Cachambi;2;70;950.0;530.0;1480.0;21.1
Casa;Campo Grande;3;200;2100.0;0.0;2100.0;10.5
Apartamento;Recreio dos Bandeirantes;4;400;3500.0;800.0;4300.0;10.8
Apartamento;Recreio dos Bandeirantes;2;89;1800.0;884.0;2684.0;30.2
Apartamento;Maracanã;1;120;1000.0;985.0;1985.0;16.5
Apartamento;Recreio dos Bandeirantes;4;181;3500.0;1080.0;4580.0;25.3
Apartamento;Tijuca;2;70;1500.0;890.0;2390.0;34.1
Casa de Condomínio;Barra da Tijuca;5;640;13800.0;980.0;14780.0;23.1
Apartamento;Vaz Lobo;2;70;1000.0;32.0;1032.0;14.7
Apartamento;Madureira;2;40;600.0;415.0;1015.0;25.4
Apartamento;Recreio dos Bandeirantes;2;75;1700.0;659.0;2359.0;31.5
Apartamento;Copacabana;2;81;2900.0;893.0;3793.0;46.8
Casa;Bonsucesso;2;51;1000.0;0.0;1000.0;19.6
Casa de Condomínio;Barra da Tijuca;5;1000;20000.0;1800.0;21800.0;21.8
Apartamento;Praça Seca;3;90;900.0;330.0;1230.0;13.7
Apartamento;Vila Isabel;3;124;1700.0;1400.0;3100.0;25.0
Apartamento;Recreio dos Bandeirantes;5;430;6000.0;899.0;6899.0;16.0
Apartamento;Ipanema;2;75;5200.0;476.0;5676.0;75.7
Apartamento;São Conrado;5;400;13000.0;4165.0;17165.0;42.9
Apartamento;Freguesia (Jacarepaguá);3;126;1500.0;1000.0;2500.0;19.8
Apartamento;Laranjeiras;2;70;2300.0;620.0;2920.0;41.7
Apartamento;Recreio dos Bandeirantes;3;94;1900.0;1300.0;3200.0;34.0
Apartamento;Barra da Tijuca;4;192;5000.0;2200.0;7200.0;37.5
Apartamento;Copacabana;1;43;1600.0;452.0;2052.0;47.7
Apartamento;Barra da Tijuca;2;70;2200.0;780.0;2980.0;42.6
Apartamento;São Francisco Xavier;3;73;1200.0;520.0;1720.0;23.6
Apartamento;Copacabana;3;120;3000.0;1420.0;4420.0;36.8
Casa de Condomínio;Vargem Grande;5;300;5000.0;1500.0;6500.0;21.7
Apartamento;Pechincha;2;64;800.0;248.0;1048.0;16.4
Apartamento;Copacabana;1;45;2800.0;450.0;3250.0;72.2
Apartamento;Laranjeiras;2;110;2500.0;968.0;3468.0;31.5
Apartamento;Ipanema;4;433;37000.0;9800.0;46800.0;108.1
Apartamento;Flamengo;2;85;2700.0;800.0;3500.0;41.2
Apartamento;Leme;3;175;8000.0;1380.0;9380.0;53.6
Casa;Engenho Novo;2;70;1100.0;0.0;1100.0;15.7
Apartamento;Jacarepaguá;2;68;1100.0;540.0;1640.0;24.1
Apartamento;Humaitá;2;64;2500.0;520.0;3020.0;47.2
Apartamento;Copacabana;1;37;2500.0;447.0;2947.0;79.6
Apartamento;Copacabana;4;240;10000.0;2000.0;12000.0;50.0
Casa de Condomínio;Barra da Tijuca;4;188;6000.0;1022.0;7022.0;37.4
Apartamento;Barra da Tijuca;3;137;12500.0;1850.0;14350.0;104.7
Apartamento;Barra da Tijuca;14;212;5000.0;1200.0;6200.0;29.2
Apartamento;Irajá;2;65;1100.0;255.0;1355.0;20.8
Apartamento;Barra da Tijuca;2;105;3000.0;1500.0;4500.0;42.9
Apartamento;Vila Isabel;2;70;1100.0;550.0;1650.0;23.6
Apartamento;São Conrado;4;600;23000.0;16864.0;39864.0;66.4
Apartamento;Gávea;3;108;5000.0;1769.0;6769.0;62.7
Apartamento;Recreio dos Bandeirantes;2;85;2300.0;1350.0;3650.0;42.9
Apartamento;Catete;1;45;1600.0;500.0;2100.0;46.7
Quitinete;Copacabana;1;15;1100.0;600.0;1700.0;113.3
Apartamento;Barra da Tijuca;3;160;7000.0;1087.0;8087.0;50.5
Casa de Vila;Quintino Bocaiúva;2;48;750.0;0.0;750.0;15.6
Apartamento;Lagoa;3;130;5000.0;1000.0;6000.0;46.2
Apartamento;Freguesia (Jacarepaguá);3;100;2100.0;780.0;2880.0;28.8
Apartamento;Freguesia (Jacarepaguá);3;180;5500.0;1200.0;6700.0;37.2
Apartamento;Copacabana;3;80;2500.0;800.0;3300.0;41.2
Casa de Condomínio;Barra da Tijuca;3;367;6000.0;510.0;6510.0;17.7
Apartamento;Recreio dos Bandeirantes;3;85;1900.0;450.0;2350.0;27.6
Casa;Jardim Botânico;2;107;9500.0;0.0;9500.0;88.8
Apartamento;Barra da Tijuca;5;171;9000.0;2000.0;11000.0;64.3
Apartamento;Centro;1;42;2200.0;619.0;2819.0;67.1
Apartamento;Méier;2;62;1000.0;600.0;1600.0;25.8
Quitinete;Leblon;1;25;1950.0;360.0;2310.0;92.4
Apartamento;Leblon;4;260;13500.0;3100.0;16600.0;63.8
Casa;Recreio dos Bandeirantes;4;367;12000.0;0.0;12000.0;32.7
Apartamento;Grajaú;2;65;1400.0;415.0;1815.0;27.9
Apartamento;Lagoa;4;180;11000.0;2530.0;13530.0;75.2
Apartamento;Copacabana;1;43;1800.0;639.0;2439.0;56.7
Apartamento;Lagoa;2;80;2200.0;2600.0;4800.0;60.0
Apartamento;Flamengo;2;57;2800.0;832.0;3632.0;63.7
Apartamento;Campo Grande;3;98;1800.0;950.0;2750.0;28.1
Apartamento;Jardim Botânico;3;170;6000.0;860.0;6860.0;40.4
Apartamento;Leblon;4;207;15500.0;6000.0;21500.0;103.9
Apartamento;Barra da Tijuca;4;518;38000.0;5004.0;43004.0;83.0
Apartamento;Ipanema;1;50;2400.0;897.0;3297.0;65.9
Quitinete;Copacabana;1;35;1700.0;400.0;2100.0;60.0
Apartamento;Recreio dos Bandeirantes;3;150;2500.0;1012.0;3512.0;23.4
Apartamento;Copacabana;2;65;2700.0;710.0;3410.0;52.5
Apartamento;Recreio dos Bandeirantes;4;300;4500.0;1500.0;6000.0;20.0
Apartamento;Recreio dos Bandeirantes;2;115;1900.0;661.0;2561.0;22.3
Casa de Vila;Jacarepaguá;3;100;2000.0;100.0;2100.0;21.0
Apartamento;Recreio dos Bandeirantes;3;110;1500.0;873.0;2373.0;21.6
Casa;Botafogo;12;500;18000.0;0.0;18000.0;36.0
Apartamento;Barra da Tijuca;4;304;13000.0;3800.0;16800.0;55.3
Casa de Condomínio;Barra da Tijuca;4;280;8500.0;750.0;9250.0;33.0
Apartamento;Tijuca;3;88;2300.0;790.0;3090.0;35.1
Apartamento;Ipanema;3;145;7200.0;2900.0;10100.0;69.7
Casa;Catete;10;300;15000.0;0.0;15000.0;50.0
Apartamento;Urca;1;53;2800.0;770.0;3570.0;67.4
Apartamento;Ipanema;3;116;5000.0;1600.0;6600.0;56.9
Apartamento;Tijuca;3;116;2000.0;790.0;2790.0;24.1
Apartamento;Vila Isabel;3;82;1200.0;664.0;1864.0;22.7
Quitinete;Glória;1;26;850.0;321.0;1171.0;45.0
Apartamento;Barra da Tijuca;3;130;4800.0;1700.0;6500.0;50.0
Apartamento;Freguesia (Jacarepaguá);3;90;1700.0;595.0;2295.0;25.5
Apartamento;Flamengo;2;68;2000.0;536.0;2536.0;37.3
Apartamento;Copacabana;1;60;2800.0;620.0;3420.0;57.0
Apartamento;Taquara;2;53;1100.0;450.0;1550.0;29.2
Apartamento;Penha;2;64;950.0;180.0;1130.0;17.7
Apartamento;Jardim Botânico;3;130;6400.0;1500.0;7900.0;60.8
Apartamento;Leblon;2;90;3500.0;1300.0;4800.0;53.3
Apartamento;Leblon;4;200;8500.0;2710.0;11210.0;56.0
Apartamento;Tijuca;1;84;2000.0;718.0;2718.0;32.4
Apartamento;Flamengo;1;30;1490.0;315.0;1805.0;60.2
Casa;São Conrado;4;1200;25000.0;0.0;25000.0;20.8
Apartamento;Maracanã;2;79;1700.0;600.0;2300.0;29.1
Apartamento;Copacabana;1;150;3000.0;1200.0;4200.0;28.0
Apartamento;Barra da Tijuca;3;156;5500.0;2300.0;7800.0;50.0
Apartamento;Flamengo;1;38;1450.0;690.0;2140.0;56.3
Apartamento;Botafogo;2;115;2200.0;1045.0;3245.0;28.2
Apartamento;Tijuca;2;49;1800.0;180.0;1980.0;40.4
Apartamento;Jacarepaguá;2;80;1900.0;1350.0;3250.0;40.6
Apartamento;Copacabana;2;120;3800.0;1000.0;4800.0;40.0
Apartamento;Barra da Tijuca;2;70;1800.0;681.0;2481.0;35.4
Apartamento;Bonsucesso;3;98;2800.0;390.0;3190.0;32.6
Apartamento;Barra da Tijuca;2;70;3240.0;950.0;4190.0;59.9
Apartamento;Flamengo;2;90;3200.0;980.0;4180.0;46.4
Apartamento;Ipanema;2;99;3300.0;920.0;4220.0;42.6
Apartamento;Copacabana;3;80;3100.0;700.0;3800.0;47.5
Apartamento;Copacabana;2;74;2600.0;1021.0;3621.0;48.9
Apartamento;Humaitá;2;75;2900.0;926.0;3826.0;51.0
Apartamento;Barra da Tijuca;4;250;9500.0;2800.0;12300.0;49.2
Apartamento;Recreio dos Bandeirantes;2;80;1600.0;770.0;2370.0;29.6
Apartamento;Recreio dos Bandeirantes;3;217;3300.0;947.0;4247.0;19.6
Apartamento;Ipanema;4;250;12000.0;2300.0;14300.0;57.2
Casa;Campo Grande;2;100;1500.0;0.0;1500.0;15.0
Apartamento;São Conrado;3;140;4700.0;1620.0;6320.0;45.1
Apartamento;Barra da Tijuca;4;260;7500.0;3550.0;11050.0;42.5
Apartamento;Laranjeiras;2;85;2100.0;700.0;2800.0;32.9
Apartamento;Rio Comprido;2;69;1900.0;600.0;2500.0;36.2
Apartamento;Freguesia (Jacarepaguá);1;49;1050.0;580.0;1630.0;33.3
Apartamento;Andaraí;2;56;1900.0;607.0;2507.0;44.8
Casa;Vargem Grande;2;70;1900.0;580.0;2480.0;35.4
Apartamento;Ipanema;4;480;39000.0;9400.0;48400.0;100.8
Apartamento;Barra da Tijuca;4;180;7000.0;1935.0;8935.0;49.6
